t_wall_s,elapsed_s,side,cam,temp_c
1783406444.8,101.0,right,4,46.97
1783406444.8,101.0,right,5,44.95
1783406444.8,101.0,right,6,43.98
1783406444.8,101.0,right,7,41.70
1783406449.9,106.0,left,imu,58.67
1783406449.9,106.0,left,0,55.39
1783406449.9,106.0,left,1,58.43
1783406449.9,106.0,left,2,62.27
1783406449.9,106.0,left,3,59.85
1783406449.9,106.0,left,4,59.68
1783406449.9,106.0,left,5,63.12
1783406449.9,106.0,left,6,62.35
1783406449.9,106.0,left,7,60.29
1783406449.9,106.0,right,imu,36.14
1783406449.9,106.0,right,0,30.21
1783406449.9,106.0,right,1,36.07
1783406449.9,106.0,right,2,43.48
1783406449.9,106.0,right,3,48.63
1783406449.9,106.0,right,4,46.59
1783406449.9,106.0,right,5,44.49
1783406449.9,106.0,right,6,43.60
1783406449.9,106.0,right,7,41.48
1783406454.9,111.1,left,imu,58.43
1783406454.9,111.1,left,0,55.16
1783406454.9,111.1,left,1,58.20
1783406454.9,111.1,left,2,61.89
1783406454.9,111.1,left,3,59.24
1783406454.9,111.1,left,4,59.61
1783406454.9,111.1,left,5,62.82
1783406454.9,111.1,left,6,62.12
1783406454.9,111.1,left,7,59.91
1783406454.9,111.1,right,imu,36.29
1783406454.9,111.1,right,0,30.21
1783406454.9,111.1,right,1,35.84
1783406454.9,111.1,right,2,43.18
1783406454.9,111.1,right,3,48.25
1783406454.9,111.1,right,4,46.36
1783406454.9,111.1,right,5,44.19
1783406454.9,111.1,right,6,43.30
1783406454.9,111.1,right,7,41.17
1783406460.0,116.1,left,imu,58.28
1783406460.0,116.1,left,0,54.94
1783406460.0,116.1,left,1,57.89
1783406460.0,116.1,left,2,61.52
1783406460.0,116.1,left,3,59.70
1783406460.0,116.1,left,4,59.15
1783406460.0,116.1,left,5,62.37
1783406460.0,116.1,left,6,61.82
1783406460.0,116.1,left,7,59.61
1783406460.0,116.1,right,imu,36.14
1783406460.0,116.1,right,0,30.21
1783406460.0,116.1,right,1,35.69
1783406460.0,116.1,right,2,42.88
1783406460.0,116.1,right,3,47.87
1783406460.0,116.1,right,4,46.06
1783406460.0,116.1,right,5,43.89
1783406460.0,116.1,right,6,43.07
1783406460.0,116.1,right,7,40.95
1783406465.0,121.2,left,imu,58.00
1783406465.0,121.2,left,0,54.71
1783406465.0,121.2,left,1,57.59
1783406465.0,121.2,left,2,61.21
1783406465.0,121.2,left,3,58.49
1783406465.0,121.2,left,4,58.93
1783406465.0,121.2,left,5,62.14
1783406465.0,121.2,left,6,61.59
1783406465.0,121.2,left,7,59.30
1783406465.0,121.2,right,imu,35.95
1783406465.0,121.2,right,0,30.21
1783406465.0,121.2,right,1,35.54
1783406465.0,121.2,right,2,42.65
1783406465.0,121.2,right,3,47.57
1783406465.0,121.2,right,4,45.68
1783406465.0,121.2,right,5,43.59
1783406465.0,121.2,right,6,42.69
1783406465.0,121.2,right,7,40.71
1783406470.1,126.2,left,imu,57.61
1783406470.1,126.2,left,0,54.48
1783406470.1,126.2,left,1,57.36
1783406470.1,126.2,left,2,60.99
1783406470.1,126.2,left,3,58.57
1783406470.1,126.2,left,4,58.85
1783406470.1,126.2,left,5,61.84
1783406470.1,126.2,left,6,61.29
1783406470.1,126.2,left,7,59.00
1783406470.1,126.2,right,imu,35.76
1783406470.1,126.2,right,0,30.21
1783406470.1,126.2,right,1,35.39
1783406470.1,126.2,right,2,42.35
1783406470.1,126.2,right,3,47.19
1783406470.1,126.2,right,4,45.38
1783406470.1,126.2,right,5,43.29
1783406470.1,126.2,right,6,42.46
1783406470.1,126.2,right,7,40.49
1783406475.1,131.2,left,imu,57.66
1783406475.1,131.2,left,0,54.25
1783406475.1,131.2,left,1,57.14
1783406475.1,131.2,left,2,60.69
1783406475.1,131.2,left,3,58.41
1783406475.1,131.2,left,4,58.17
1783406475.1,131.2,left,5,61.54
1783406475.1,131.2,left,6,60.91
1783406475.1,131.2,left,7,58.77
1783406475.1,131.2,right,imu,35.52
1783406475.1,131.2,right,0,30.21
1783406475.1,131.2,right,1,35.23
1783406475.1,131.2,right,2,42.05
1783406475.1,131.2,right,3,46.89
1783406475.1,131.2,right,4,45.15
1783406475.1,131.2,right,5,43.07
1783406475.1,131.2,right,6,42.32
1783406475.1,131.2,right,7,40.34
1783406480.2,136.3,left,imu,57.13
1783406480.2,136.3,left,0,54.03
1783406480.2,136.3,left,1,56.91
1783406480.2,136.3,left,2,60.39
1783406480.2,136.3,left,3,58.26
1783406480.2,136.3,left,4,58.32
1783406480.2,136.3,left,5,61.24
1783406480.2,136.3,left,6,60.68
1783406480.2,136.3,left,7,58.55
1783406480.2,136.3,right,imu,35.42
1783406480.2,136.3,right,0,30.05
1783406480.2,136.3,right,1,35.08
1783406480.2,136.3,right,2,41.90
1783406480.2,136.3,right,3,46.59
1783406480.2,136.3,right,4,44.93
1783406480.2,136.3,right,5,42.84
1783406480.2,136.3,right,6,42.01
1783406480.2,136.3,right,7,40.03
1783406485.2,141.3,left,imu,57.04
1783406485.2,141.3,left,0,53.80
1783406485.2,141.3,left,1,56.61
1783406485.2,141.3,left,2,60.09
1783406485.2,141.3,left,3,57.81
1783406485.2,141.3,left,4,57.79
1783406485.2,141.3,left,5,60.86
1783406485.2,141.3,left,6,60.38
1783406485.2,141.3,left,7,58.24
1783406485.2,141.3,right,imu,35.14
1783406485.2,141.3,right,0,30.05
1783406485.2,141.3,right,1,34.93
1783406485.2,141.3,right,2,41.60
1783406485.2,141.3,right,3,46.29
1783406485.2,141.3,right,4,44.70
1783406485.2,141.3,right,5,42.54
1783406485.2,141.3,right,6,41.79
1783406485.2,141.3,right,7,39.80
1783406490.3,146.4,left,imu,56.89
1783406490.3,146.4,left,0,53.57
1783406490.3,146.4,left,1,56.38
1783406490.3,146.4,left,2,59.86
1783406490.3,146.4,left,3,57.36
1783406490.3,146.4,left,4,57.64
1783406490.3,146.4,left,5,60.64
1783406490.3,146.4,left,6,60.08
1783406490.3,146.4,left,7,58.02
1783406490.3,146.4,right,imu,34.99
1783406490.3,146.4,right,0,30.05
1783406490.3,146.4,right,1,34.78
1783406490.3,146.4,right,2,41.37
1783406490.3,146.4,right,3,45.98
1783406490.3,146.4,right,4,44.39
1783406490.3,146.4,right,5,42.32
1783406490.3,146.4,right,6,41.48
1783406490.3,146.4,right,7,39.65
1783406495.3,151.4,left,imu,56.56
1783406495.3,151.4,left,0,53.34
1783406495.3,151.4,left,1,56.15
1783406495.3,151.4,left,2,59.63
1783406495.3,151.4,left,3,57.73
1783406495.3,151.4,left,4,58.25
1783406495.3,151.4,left,5,60.41
1783406495.3,151.4,left,6,59.85
1783406495.3,151.4,left,7,57.79
1783406495.3,151.4,right,imu,34.90
1783406495.3,151.4,right,0,30.05
1783406495.3,151.4,right,1,34.70
1783406495.3,151.4,right,2,41.14
1783406495.3,151.4,right,3,45.75
1783406495.3,151.4,right,4,44.09
1783406495.3,151.4,right,5,42.09
1783406495.3,151.4,right,6,41.26
1783406495.3,151.4,right,7,39.50
1783406500.3,156.5,left,imu,56.61
1783406500.3,156.5,left,0,53.20
1783406500.3,156.5,left,1,55.92
1783406500.3,156.5,left,2,59.33
1783406500.3,156.5,left,3,57.13
1783406500.3,156.5,left,4,57.19
1783406500.3,156.5,left,5,60.19
1783406500.3,156.5,left,6,59.55
1783406500.3,156.5,left,7,57.48
1783406500.3,156.5,right,imu,34.71
1783406500.3,156.5,right,0,30.05
1783406500.3,156.5,right,1,34.55
1783406500.3,156.5,right,2,41.00
1783406500.3,156.5,right,3,45.53
1783406500.3,156.5,right,4,43.87
1783406500.3,156.5,right,5,41.94
1783406500.3,156.5,right,6,41.03
1783406500.3,156.5,right,7,39.35
1783406505.4,161.5,left,imu,55.98
1783406505.4,161.5,left,0,52.96
1783406505.4,161.5,left,1,55.70
1783406505.4,161.5,left,2,59.11
1783406505.4,161.5,left,3,56.83
1783406505.4,161.5,left,4,56.74
1783406505.4,161.5,left,5,59.89
1783406505.4,161.5,left,6,59.24
1783406505.4,161.5,left,7,57.18
